follower_count,likes,comments,shares,saves,hashtag_count,post_type,hour_of_day,day_of_week,account_age_days,reach,reach_tier
18716,634,41,27,33,12,image,15,0,1998,8185,1
1000,103,7,4,7,18,image,18,1,133,2830,0
4744,65,4,1,5,5,reel,17,4,926,3891,0
9692,106,7,2,4,2,image,15,0,2790,6065,1
6939,749,36,29,80,4,video,10,2,2656,7049,1
33639,1745,134,62,203,21,video,19,3,1850,24077,2
15068,1029,45,29,41,4,video,17,0,2740,16703,2
26983,238,5,6,24,19,reel,3,3,3646,15583,2
2347,103,3,3,8,22,reel,6,6,990,5919,1
40784,1131,60,26,85,17,reel,6,0,775,50536,2
152068,6405,133,197,474,1,reel,7,2,2776,79554,2
1413,66,1,0,6,3,reel,16,0,1418,1358,0
1639,41,1,1,2,25,reel,0,1,2361,3456,0
89716,5130,294,153,435,19,video,6,5,1925,112929,2
5742,187,5,5,10,23,reel,11,3,3457,10220,1
101405,4541,247,104,171,29,image,4,2,327,74361,2
3653,67,4,2,5,12,reel,4,5,2983,4341,1
111199,3072,202,90,166,27,image,10,6,3428,61018,2
10266,108,6,1,10,13,image,14,6,2825,8354,1
12897,344,12,8,30,28,image,8,3,3579,11481,1
135468,6051,483,79,303,21,reel,23,2,538,66281,2
4225,170,12,4,18,6,image,10,3,3521,2283,0
1489,23,0,0,1,0,reel,23,5,3603,967,0
3614,124,2,3,11,28,video,13,3,3399,5664,1
18291,834,43,19,45,12,image,8,3,2913,10426,1
1000,24,1,0,1,26,reel,2,5,1328,3724,0
25525,462,32,11,49,5,image,17,4,3080,17767,2
3072,73,5,0,8,14,video,12,5,85,2793,0
63963,3442,269,171,212,5,reel,23,3,2751,36590,2
1000,23,1,0,1,3,image,23,5,685,952,0
1966,71,2,2,6,17,image,12,1,3124,2333,0
1000,32,0,0,1,13,image,5,4,754,1730,0
1831,83,2,3,8,7,video,8,5,2234,3287,0
12654,465,14,15,14,10,reel,1,2,499,16505,2
5868,363,8,9,15,11,image,3,3,77,3833,0
5135,427,20,16,17,6,image,9,4,150,3227,0
6084,119,7,2,6,22,reel,4,2,1708,5255,1
11685,415,8,19,44,9,reel,20,3,3084,14484,2
1319,62,4,1,5,19,image,20,4,929,2937,0
28921,1330,100,57,52,22,image,4,5,784,25439,2
26710,725,21,35,26,10,image,6,2,1157,14539,2
16204,203,4,6,11,2,image,19,6,655,4556,1
22065,671,32,30,57,1,video,6,5,1027,10079,1
13815,768,55,9,64,18,video,6,5,1367,13501,2
315884,5508,353,191,221,0,reel,17,0,2315,141883,2
6927,270,5,6,26,3,video,9,2,2240,2645,0
4662,146,8,3,12,15,image,20,0,2883,6102,1
2087,67,4,1,7,8,image,12,6,1367,1660,0
1263,42,1,1,3,13,reel,5,3,3178,2770,0
1000,30,1,1,1,21,video,3,2,2690,2598,0
1636,61,3,1,2,24,reel,16,1,3194,5289,1
7135,543,17,13,61,11,image,10,4,2671,7604,1
14790,920,68,18,30,2,image,10,0,103,7965,1
8884,323,10,11,19,6,reel,16,2,834,6356,1
2042,7,0,0,0,26,image,6,0,2760,2879,0
40959,1967,122,52,159,0,image,23,5,616,29546,2
30667,749,24,36,61,6,video,12,5,3397,29156,2
6079,190,11,9,17,30,reel,20,5,1033,10803,1
2501,32,0,0,1,10,image,18,6,2831,3054,0
21745,517,17,10,48,1,video,14,3,1064,18541,2
11365,497,18,16,54,26,image,2,4,451,6867,1
1000,47,3,1,1,22,reel,17,6,957,3720,0
7169,186,13,2,6,25,reel,1,5,3496,7734,1
12986,859,31,42,102,20,reel,17,3,1906,16558,2
1604,59,2,1,3,15,image,21,5,1848,2845,0
11403,914,72,23,64,21,video,12,5,2109,12882,2
1000,18,1,0,1,2,reel,23,5,2109,1109,0
89781,3307,79,149,264,3,image,15,3,2742,35407,2
76596,3087,134,129,290,18,image,12,2,1054,38578,2
5143,193,8,3,18,14,reel,12,5,78,6990,1
15587,595,22,23,36,23,reel,3,0,3095,13598,2
1000,78,3,3,4,28,reel,1,6,1264,4094,1
1010,33,2,1,2,8,image,1,4,3205,1133,0
4775,156,9,2,10,10,image,21,5,2259,4518,1
1176,49,2,1,4,5,image,3,6,2984,1608,0
29316,599,38,26,50,24,reel,15,5,2716,32115,2
295118,30256,1574,539,3343,15,reel,6,6,779,460454,2
1000,83,5,2,2,10,image,9,4,719,1389,0
1794,24,0,0,0,23,image,16,0,490,2082,0
12379,644,28,22,64,14,reel,20,2,934,15856,2
147267,3529,154,50,291,15,image,2,6,3565,73262,2
1000,28,1,0,0,25,image,12,1,112,2340,0
12686,193,11,6,22,7,reel,3,0,3188,9675,1
214988,11165,596,204,988,20,video,4,2,1520,113233,2
1000,70,3,1,5,26,reel,17,3,3131,4616,1
1000,37,1,0,3,27,reel,0,3,3149,3748,0
3780,236,14,2,19,27,reel,6,5,2853,8233,1
3174,93,5,2,5,6,image,13,1,1205,2269,0
34985,1077,70,53,61,20,video,5,2,415,28062,2
12518,358,25,9,25,17,video,9,4,1890,10900,1
1000,41,2,0,2,2,reel,13,4,1893,1248,0
20490,703,21,14,66,16,image,21,5,963,21757,2
2865,84,5,2,6,7,video,1,1,447,1761,0
80338,2438,97,68,77,16,reel,12,6,1696,85062,2
2618,42,2,1,3,19,image,15,6,1560,2581,0
2576,49,3,1,1,21,reel,11,6,753,5081,1
21461,379,14,9,40,24,image,0,0,615,7139,1
31992,408,14,10,38,18,image,18,2,1796,10060,1
18152,237,7,7,19,14,image,5,4,1766,13544,2
1000,44,3,0,3,30,video,2,2,1870,3596,0
21342,583,26,15,26,9,image,10,0,2462,11064,1
1259,83,5,1,7,9,video,4,1,2307,1546,0
12375,51,1,1,2,27,image,15,0,3075,3494,0
1000,74,2,2,6,29,image,12,5,3300,3545,0
18094,215,5,9,9,11,image,4,1,321,11000,1
1897,125,8,2,10,26,reel,22,4,1322,5273,1
1000,19,0,0,0,28,image,21,0,3260,3580,0
29286,1552,117,48,59,26,reel,7,5,3391,25519,2
12518,465,27,18,33,16,reel,22,1,716,13872,2
2683,57,4,1,5,23,reel,7,1,834,4377,1
110428,2718,121,117,139,19,video,11,1,3446,50813,2
3665,171,8,6,12,1,reel,13,0,570,3073,0
8585,638,13,6,65,3,video,6,6,1774,6322,1
13148,44,2,1,3,29,image,14,6,3139,13522,2
2656,104,5,4,8,8,image,2,0,235,2462,0
18921,1012,26,28,50,5,reel,14,1,3216,10700,1
3101,42,3,1,1,30,reel,22,4,2893,5511,1
3862,69,1,3,2,10,video,7,3,3223,2875,0
94160,1992,71,46,234,22,video,3,4,200,55176,2
1245,34,1,1,1,24,video,13,6,681,4134,1
1000,20,0,0,0,14,image,7,5,2301,1895,0
147220,3475,119,38,168,19,image,17,2,1239,45212,2
797143,29651,2348,1120,2992,16,image,7,2,2915,429964,2
3906,126,3,5,8,14,reel,1,2,72,5333,1
1000,41,2,1,4,2,video,6,1,1706,560,0
4633,317,8,5,21,3,image,19,3,747,4721,1
4840,528,12,18,53,24,image,0,0,2496,5001,1
5756,490,24,19,54,26,reel,21,0,2207,11443,1
1092,51,3,1,3,2,reel,4,0,2103,1583,0
22999,651,33,15,77,9,reel,6,5,2155,16797,2
20829,1663,62,41,189,11,image,17,3,284,10452,1
1000,40,0,1,1,1,image,22,2,958,364,0
28525,1339,102,23,108,12,video,4,4,2540,28313,2
326058,25749,842,1129,2295,29,image,21,5,982,295966,2
11042,287,15,4,30,18,image,18,5,3479,11162,1
4415,41,0,1,3,28,image,0,3,308,4118,1
6275,243,6,10,22,12,video,9,5,1271,6548,1
24525,1034,31,32,57,23,image,6,2,1336,17397,2
1000,34,0,1,3,29,image,1,5,486,3515,0
10893,709,36,13,25,16,image,22,1,3637,5163,1
4012,112,4,3,9,24,video,19,1,958,7132,1
225502,17331,1179,667,835,6,video,20,5,3313,232155,2
5922,161,4,7,15,29,reel,15,5,2331,10070,1
163112,2376,108,84,240,30,image,17,6,2041,81632,2
1111,13,0,0,0,16,video,14,0,3591,1955,0
23319,1343,45,21,136,3,image,1,6,127,18458,2
14399,482,12,21,50,9,video,3,6,2969,13731,2
1695,42,0,1,1,9,reel,21,3,3112,3514,0
11151,590,12,10,40,30,image,14,3,2858,8169,1
71864,2020,88,59,95,1,reel,7,1,2135,66098,2
4524,201,4,3,8,2,image,19,4,1334,3151,0
1000,36,1,0,3,25,reel,12,5,599,4472,1
7850,223,10,10,12,28,reel,23,4,2238,8002,1
1596,69,3,2,6,7,image,11,1,1625,1370,0
4375,253,7,5,7,2,video,16,3,1493,3528,0
6996,404,20,18,15,29,video,23,1,3520,9751,1
1000,8,0,0,0,25,reel,10,3,242,3545,0
1000,31,2,1,1,22,image,22,6,808,2981,0
19297,551,12,21,60,24,video,19,6,1809,23588,2
3162,221,5,10,8,29,video,0,5,3514,7209,1
1000,80,5,1,6,20,image,1,2,2013,2239,0
33280,3482,125,157,324,3,reel,2,2,1756,43076,2
13230,357,11,8,30,24,reel,10,5,3099,14413,2
2241,61,4,0,5,2,video,19,0,2723,2859,0
1000,66,3,0,3,2,reel,17,2,2793,1392,0
36477,332,18,5,32,14,reel,17,3,2347,22408,2
15196,333,6,13,26,11,reel,8,0,1674,6797,1
590475,32726,1166,1501,3302,17,image,1,5,2139,315918,2
17263,1185,42,17,48,10,reel,1,2,1831,24605,2
16282,541,35,23,22,26,image,3,5,1702,15834,2
6000,168,7,6,11,30,video,2,1,2900,8605,1
35249,610,33,7,39,29,reel,22,0,2130,37632,2
24963,593,45,23,24,14,image,4,3,1076,15729,2
77119,6351,502,73,236,16,image,7,6,2355,63840,2
3170,170,4,3,6,1,reel,19,0,1333,2514,0
3700,265,14,8,9,27,image,4,0,2981,4816,1
3420,48,2,2,1,8,image,17,5,3302,3206,0
33639,686,45,9,70,7,image,11,0,2215,16616,2
120219,2681,201,64,306,26,reel,18,4,2782,155127,2
3547,155,9,5,10,30,image,7,0,553,5763,1
3772,93,5,3,4,27,image,21,0,3445,3775,0
14261,205,4,9,12,0,reel,17,2,2470,8575,1
5206,165,8,4,17,28,reel,7,4,3212,6804,1
44967,2224,124,97,252,13,video,15,4,2789,33369,2
1000,18,1,0,0,4,image,17,6,2790,748,0
1829,74,4,1,2,4,reel,23,0,409,1938,0
1981,79,3,2,4,21,image,8,0,976,3074,0
1000,74,3,1,4,25,reel,23,5,1300,5473,1
1430,19,1,0,0,12,image,18,2,1916,1958,0
1560,53,2,1,4,18,reel,10,1,1531,4036,1
5642,537,36,11,22,22,reel,16,6,1538,12629,2
60074,2300,129,109,85,13,image,13,2,1964,26688,2
5212,149,6,6,14,25,image,23,0,1443,2765,0
1267,28,1,0,2,9,image,1,0,2124,1225,0
7313,535,27,21,24,8,image,18,6,2851,7486,1
53557,3283,223,161,325,14,video,19,1,2298,44947,2
1398,63,1,0,3,15,image,0,6,1433,2585,0
1573,125,9,4,7,9,image,12,1,3502,1900,0
22145,263,17,5,10,10,image,16,2,564,8359,1
5438,308,12,12,15,9,image,20,0,39,4531,1
25990,854,17,12,28,14,reel,2,3,1292,24255,2
7906,155,4,6,14,21,image,6,6,1982,6262,1
28652,1712,49,30,182,9,image,13,6,2952,11210,1
1257,91,2,2,3,21,image,15,2,2168,2597,0
7928,33,0,1,1,10,image,3,0,1868,1824,0
5545,349,27,4,21,5,image,19,4,1130,4754,1
1000,38,2,1,2,8,image,11,2,75,1220,0
1000,10,0,0,1,25,image,9,6,1443,2106,0
27843,847,45,25,28,9,image,19,0,2286,20465,2
4308,74,4,2,6,20,video,12,0,2998,5479,1
1286,44,3,0,3,17,video,6,5,663,2630,0
6814,229,8,7,24,21,reel,10,4,975,8049,1
61724,1457,89,44,83,18,video,3,4,420,46167,2
1000,49,3,1,1,30,image,20,3,2582,4164,1
1000,54,4,1,2,28,image,7,6,1132,3289,0
1538,20,0,0,1,10,reel,8,4,3220,1925,0
112434,5332,380,117,421,12,video,4,1,2818,126942,2
13475,333,16,5,27,11,image,8,5,3465,5001,1
32246,1297,46,61,54,20,reel,4,3,211,24175,2
1040,67,2,1,2,15,image,1,1,3152,1979,0
1080,63,2,1,5,29,image,16,4,780,3411,0
18143,59,2,0,2,22,reel,9,4,2147,9276,1
8999,73,1,2,8,14,reel,16,1,764,5502,1
21757,543,14,16,55,9,reel,5,1,2335,9512,1
5780,523,37,9,24,24,reel,12,6,3009,11670,1
13368,126,9,5,10,25,image,5,5,1668,7810,1
10771,1006,72,47,42,30,image,6,1,935,10904,1
32859,758,40,34,86,16,image,23,4,1789,12160,1
34634,1565,119,50,129,24,image,12,0,2127,19417,2
1000,44,2,1,2,27,reel,0,6,2741,3607,0
1000,10,0,0,0,2,image,22,1,487,369,0
49175,2699,130,67,81,4,image,19,1,200,15072,2
68727,3704,130,127,207,5,reel,9,5,2894,65160,2
1290,54,3,1,2,7,image,5,6,424,1280,0
1000,11,0,0,0,9,image,10,4,974,1287,0
9684,155,12,5,5,0,reel,18,6,3265,3523,0
43282,3877,117,152,454,21,image,11,6,1699,36462,2
206007,11492,282,156,828,18,reel,4,2,369,296446,2
20523,462,18,20,49,20,image,4,4,1231,12295,2
4150,184,6,5,6,24,image,23,4,3158,4921,1
1623,59,4,1,6,4,image,5,6,2410,778,0
8271,230,12,10,20,10,image,13,3,2818,4630,1
4728,217,9,3,19,13,image,16,3,965,5664,1
1303,114,6,5,11,8,reel,3,5,3005,3347,0
323760,12822,605,540,991,13,video,3,6,31,281093,2
201451,6335,206,315,551,14,image,7,0,652,105314,2
62622,1364,59,35,151,21,image,14,6,1932,26725,2
1544,14,0,0,0,6,video,20,2,3198,1353,0
37761,2263,131,23,79,8,image,9,3,3560,29493,2
25625,674,46,28,79,8,image,6,3,1476,13183,2
17972,379,13,5,41,7,reel,7,0,3038,10024,1
76833,4938,282,109,376,25,reel,18,4,943,110164,2
25429,899,56,44,90,18,image,13,6,3625,23756,2
30700,383,16,10,41,24,image,14,5,433,15480,2
25499,2163,106,41,155,2,video,5,3,1640,17228,2
14964,77,3,3,2,21,image,15,0,44,9329,1
1000,15,0,0,1,20,reel,7,5,2085,3533,0
9419,515,24,16,31,24,image,21,4,1626,10164,1
2977,93,3,1,2,13,image,12,3,2918,3389,0
1000,81,3,2,9,23,video,3,2,2314,2894,0
167254,10126,659,145,956,16,image,15,2,1251,85453,2
182078,2609,113,106,262,25,image,0,1,3466,123621,2
93582,4909,376,120,410,24,video,20,2,438,106638,2
12827,219,7,4,11,26,reel,9,1,281,10660,1
92145,1607,75,79,132,5,image,19,2,641,38122,2
8280,259,14,11,23,22,video,22,6,2093,9025,1
11673,190,9,6,15,6,image,11,4,3515,4088,1
1132,43,3,2,1,14,reel,2,4,597,2940,0
16557,360,14,6,37,27,image,1,5,2891,6066,1
9033,265,11,8,15,3,image,7,6,2774,3613,0
1000,8,0,0,0,22,image,4,3,1076,2357,0
7389,134,7,4,10,9,reel,17,2,581,8556,1
7019,136,9,3,16,8,image,0,3,2857,2237,0
205995,3024,204,128,175,1,video,17,6,2919,143251,2
40521,2378,49,36,80,22,image,4,2,2582,31188,2
8271,78,5,1,9,25,reel,3,6,2805,6700,1
12680,239,15,9,27,14,reel,0,3,1729,16466,2
8774,151,8,1,7,6,image,19,5,1389,7145,1
5623,262,10,3,27,19,video,17,1,112,4831,1
1154,58,4,1,6,30,image,21,6,1883,4379,1
6174,183,11,4,5,24,video,13,5,2666,7825,1
2115,109,3,3,10,23,image,14,6,716,2971,0
1000,70,2,2,3,1,image,0,5,1081,1157,0
20337,169,10,5,17,27,reel,0,3,2089,15113,2
16387,403,30,15,12,18,image,14,1,1013,10594,1
1000,105,5,1,9,20,image,12,5,3216,2445,0
6497,78,5,1,8,10,image,19,3,1934,5340,1
48642,1140,48,55,37,27,video,13,1,1542,41768,2
54535,1114,48,30,109,16,reel,0,1,992,57271,2
51354,2195,134,41,89,7,reel,15,1,3321,24833,2
8691,241,5,11,8,11,reel,3,6,2624,10283,1
1770,96,2,2,10,6,reel,21,4,2111,4127,1
1152,48,3,1,5,29,video,11,2,1087,3755,0
15067,616,21,11,59,24,video,10,1,459,16635,2
16037,571,17,20,62,18,video,1,6,2951,13082,2
82223,6809,172,124,214,23,reel,7,5,201,117533,2
58686,897,30,30,68,26,image,0,4,1613,9801,1
6386,321,11,12,34,10,video,2,0,2106,7124,1
1000,14,0,0,1,7,reel,13,6,1900,1798,0
4562,60,4,0,3,28,image,11,3,2529,5146,1
11980,679,39,8,40,11,reel,13,5,156,11794,1
5632,117,7,5,10,1,reel,19,1,852,4043,1
2863,127,3,5,4,24,video,19,4,103,5847,1
12774,305,9,4,30,6,reel,21,0,937,10351,1
3271,46,3,1,2,7,image,1,3,796,1869,0
2616,94,5,3,7,21,reel,1,1,3146,5804,1
14194,184,12,7,8,30,image,21,3,1289,5414,1
3930,86,3,3,8,2,image,20,6,2077,2341,0
12574,305,16,11,35,20,video,0,0,668,11366,1
13250,634,31,10,49,10,reel,0,3,2832,18067,2
1042,37,1,1,4,27,reel,7,6,1849,4919,1
3407,286,19,12,18,27,video,13,6,3259,5920,1
107796,3385,135,81,188,3,reel,1,3,2207,67285,2
1000,66,3,1,6,1,video,10,4,2895,1262,0
1000,46,1,0,1,12,reel,5,4,2938,2242,0
1000,28,1,0,1,1,image,22,3,314,448,0
8538,144,9,6,13,10,reel,19,1,1890,11954,1
8566,272,12,3,12,5,reel,12,5,1342,9721,1
6557,292,22,11,32,30,reel,3,3,1359,11855,1
72080,1668,59,23,122,21,image,6,6,1469,40413,2
1000,58,4,1,3,4,reel,4,1,3375,1412,0
16525,174,11,5,11,19,image,20,1,3560,5976,1
134670,1506,113,15,83,23,image,14,1,1607,73862,2
1064,24,1,0,2,25,image,8,4,3632,2413,0
4090,273,13,6,10,19,reel,0,3,1047,6532,1
2089,57,2,2,6,18,reel,19,4,2696,5292,1
1619,66,4,3,2,26,image,14,1,305,3237,0
4504,417,29,11,23,7,reel,5,2,603,8493,1
105817,4017,222,44,347,30,video,21,4,698,122441,2
221304,19532,1213,858,1208,6,image,18,3,2099,193674,2
4426,87,4,1,6,24,video,1,2,2532,5198,1
249973,13623,450,217,1106,29,image,0,2,147,148528,2
8638,284,6,12,15,7,video,0,2,748,4257,1
190354,540,31,10,42,20,image,6,1,3230,85258,2
6850,266,16,9,30,25,image,9,4,1351,5383,1
10258,273,16,5,8,9,video,22,1,2628,3915,0
15644,483,25,18,40,16,image,20,4,129,15967,2
2475459,49828,2020,1791,2930,24,reel,23,0,1597,1665681,2
37508,2494,86,75,268,20,video,22,2,1399,23411,2
2268,231,5,7,8,25,image,0,3,2894,3999,1
46360,981,28,18,34,8,reel,19,6,2376,40662,2
4224,294,16,3,19,15,image,22,4,286,4598,1
3355,72,4,3,6,25,reel,15,2,824,4473,1
41584,956,71,43,29,6,image,23,2,2040,30545,2
8569,358,8,14,36,13,image,10,5,43,3830,0
13378,443,30,16,26,16,video,18,6,445,10099,1
8309,259,14,7,29,25,reel,18,5,3047,9570,1
14851,808,30,26,90,23,image,5,6,105,12379,2
17412,900,57,33,88,13,reel,18,1,2640,25739,2
1000,58,4,0,5,29,video,11,3,2019,3449,0
26898,1056,45,28,88,19,image,4,3,3624,17217,2
1383,43,2,0,4,19,video,2,2,2161,2727,0
1000,37,1,0,1,3,reel,17,0,520,1052,0
7294,301,9,12,31,7,video,19,1,2261,5600,1
9425,724,20,17,58,2,image,19,2,2483,10208,1
2325,161,3,6,16,0,reel,23,2,1096,2901,0
36165,3230,204,157,240,29,reel,21,1,961,54079,2
1000,69,1,3,5,8,reel,4,2,1489,1653,0
3895,100,6,4,6,22,reel,17,5,1848,6300,1
2827,46,3,2,3,16,image,5,2,948,2022,0
7451,78,5,2,4,5,image,17,1,2733,2029,0
13385,260,9,10,25,25,video,10,3,3116,6261,1
1320,57,1,2,2,18,image,21,0,639,2169,0
29843,996,46,49,113,23,video,2,1,2713,33123,2
9076,107,3,3,11,24,image,4,0,1715,5502,1
1000,39,1,1,4,25,reel,14,0,521,3988,0
1000,30,1,1,3,18,image,13,5,1004,1770,0
7925,331,19,13,22,5,reel,20,0,3362,9499,1
5443,142,4,2,15,13,image,21,1,591,4949,1
6726,575,19,19,40,22,reel,6,1,201,10812,1
7705,170,12,5,6,25,video,15,4,2647,4547,1
12161,345,26,12,11,16,image,18,2,2005,9741,1
44612,689,40,32,24,1,image,22,1,965,13732,2
1096,89,4,3,4,30,video,8,5,2745,5127,1
1000,45,2,2,2,19,image,1,1,1947,2266,0
1132,32,0,0,3,17,reel,8,6,890,3311,0
13630,437,32,5,22,14,reel,5,5,2537,12684,2
76183,3656,118,91,410,13,video,1,6,3096,70172,2
3727,150,9,4,15,20,image,5,4,1634,3073,0
1000,65,2,2,6,19,image,4,1,2883,2235,0
1000,27,1,0,2,9,image,1,4,512,1433,0
1809,47,3,1,5,12,image,18,5,258,2371,0
2969,140,9,3,5,5,video,14,6,74,2360,0
3885,304,13,15,22,9,video,3,0,1257,4486,1
8685,279,15,4,16,30,image,9,6,1413,4333,1
4623,154,8,2,8,7,image,20,5,3222,4030,1
53573,2536,160,88,178,26,video,5,5,3616,60445,2
2399,55,2,2,4,13,reel,5,1,2333,2773,0
1716,15,0,0,1,28,image,17,0,3552,2167,0
19186,2196,134,24,118,17,image,9,4,3549,11986,1
1000,17,0,0,1,23,image,16,1,1653,2349,0
16341,820,48,12,36,12,image,4,1,993,12662,2
9745,211,6,2,18,2,video,0,6,1536,7187,1
6214,212,13,5,12,11,reel,12,6,83,7231,1
141336,5076,219,78,591,19,reel,10,4,2369,170609,2
2643,59,4,1,5,7,reel,20,4,3203,3828,0
330557,35314,893,1429,1263,11,image,17,3,3044,256752,2
5400,645,30,7,72,1,image,8,5,939,6426,1
1000,37,1,1,2,10,image,2,3,2123,1661,0
9189,325,23,9,36,3,video,13,4,3237,4889,1
1167,44,1,0,1,7,image,19,5,2652,1712,0
2094,49,2,1,2,11,image,7,5,239,2137,0
16558,733,19,9,40,5,image,14,4,116,5146,1
22027,497,33,23,45,2,reel,0,5,3326,9723,1
2644,103,3,3,10,4,image,17,1,3211,2053,0
47921,984,54,21,85,20,image,20,0,2762,13168,2
65089,2076,62,97,73,3,image,6,0,1981,32321,2
107510,3919,161,101,270,1,image,16,5,3562,29511,2
21013,382,10,7,28,22,video,17,2,1813,18683,2
94293,4938,261,125,307,14,video,5,5,2229,82328,2
1000,41,0,1,2,28,reel,4,6,812,4379,1
4572,139,11,5,10,11,reel,9,4,1238,6264,1
1701,54,2,1,4,11,image,20,2,521,1716,0
10042,737,42,34,63,1,reel,8,0,1960,16133,2
2896,153,5,7,7,3,video,4,6,1363,3535,0
6008,173,6,3,19,26,reel,6,2,2596,8895,1
239884,35588,2518,1654,3719,6,image,6,4,3361,286064,2
5970,183,11,2,18,2,image,12,5,3073,5638,1
17065,451,26,21,46,23,video,16,6,2054,12446,2
5334,314,20,6,24,30,reel,6,3,2895,7448,1
9286,109,3,2,12,10,reel,8,6,1521,4498,1
8191,200,15,5,12,11,image,11,5,2298,3009,0
18160,518,24,8,35,20,image,7,2,533,9816,1
66009,4797,345,206,496,3,reel,10,2,378,46856,2
157205,3108,199,46,336,6,image,1,3,254,65174,2
14147,144,5,3,10,27,video,9,5,1103,8677,1
23416,1385,75,64,147,23,reel,19,4,2225,39431,2
1020,38,2,1,3,4,image,10,5,1740,692,0
6917,480,10,16,31,20,image,11,0,3499,5775,1
44025,777,35,38,86,29,image,14,2,277,10906,1
38512,1801,103,19,135,6,image,9,1,1651,21981,2
11859,170,6,3,18,6,video,10,0,1470,5996,1
39955,2412,94,36,248,28,reel,5,5,888,42812,2
19601,839,54,14,32,29,reel,18,6,1989,18584,2
70301,1314,98,24,142,16,image,13,6,1394,38134,2
13641,263,13,9,11,14,reel,0,6,810,11003,1
4271,93,7,1,9,6,image,13,2,1877,3425,0
14831,618,16,22,60,1,image,8,1,825,4227,1
1000,64,2,2,6,17,video,0,2,2758,2351,0
16142,146,3,3,16,4,video,12,3,1350,14812,2
1000,33,1,1,2,12,image,2,6,1672,1707,0
1000,2,0,0,0,29,image,4,2,654,2683,0
18273,1756,56,70,146,28,reel,14,1,3385,24874,2
19140,1477,69,39,136,14,video,12,6,670,24944,2
1000,73,4,3,4,9,image,6,6,2350,1468,0
2248,56,3,1,2,30,reel,20,5,2353,8072,1
95508,2412,139,91,178,27,image,23,0,466,46907,2
3390,86,4,2,9,18,image,2,3,564,2631,0
459207,35332,2798,878,3064,23,image,5,1,443,262734,2
8075,238,14,6,26,13,image,0,1,3407,4024,1
16889,152,11,5,11,21,image,3,0,2026,5884,1
148802,6209,478,187,715,17,image,8,2,569,89156,2
10258,509,36,21,51,5,video,1,0,2936,7536,1
1333,33,0,0,2,2,image,22,0,3401,929,0
6650,67,3,3,4,2,image,16,1,1961,4030,1
7599,422,18,19,50,24,video,1,3,2051,5094,1
1000,49,1,0,5,26,image,6,4,2940,3113,0
5112,12,0,0,0,15,video,17,6,1559,5398,1
2130,121,3,3,12,17,image,6,1,320,2868,0
42780,447,24,5,50,28,reel,11,5,2704,36545,2
8623,126,8,2,6,29,reel,2,6,1220,13720,2
4870,76,3,2,5,22,image,20,5,2433,7055,1
6693,423,32,14,41,16,video,1,2,204,6972,1
12107,763,50,13,28,13,reel,2,2,1271,15340,2
24594,494,33,23,50,18,video,5,3,1319,15792,2
1340,23,0,0,1,23,image,8,5,1165,2331,0
1242,95,7,1,6,30,image,9,4,2089,3184,0
59184,1402,30,23,89,20,video,16,3,1599,32083,2
3857,183,12,8,17,22,image,15,0,3381,4009,1
1000,62,1,2,3,0,reel,0,4,2638,1135,0
18013,408,12,4,29,11,image,2,4,1696,12127,1
18658,944,36,36,50,8,image,7,3,1010,14781,2
1000,8,0,0,0,25,image,8,0,1389,2131,0
12247,121,8,1,12,7,image,18,3,1155,4816,1
30456,1007,60,13,50,9,video,23,5,2490,27891,2
15897,221,14,9,11,20,image,6,6,3403,8917,1
25274,1001,37,27,34,16,video,16,3,2630,25345,2
1000,30,2,0,2,12,reel,6,5,3414,2601,0
14703,161,7,1,8,7,reel,23,0,649,8056,1
4699,238,17,10,19,27,reel,14,0,345,6584,1
3398,41,2,2,3,30,video,1,4,2566,5575,1
38832,2847,119,55,97,2,reel,2,6,3583,32920,2
116156,2896,117,105,139,28,video,9,0,1984,49263,2
204815,10565,642,392,688,25,image,10,1,1667,93135,2
86392,718,54,34,78,27,reel,5,6,1873,83903,2
6650,182,10,5,7,13,image,1,6,591,5013,1
15289,402,28,7,38,12,image,22,3,3583,5490,1
32218,779,60,19,90,18,image,16,0,239,18321,2
10078,475,18,16,17,22,video,21,2,2822,14064,2
10253,172,8,4,10,28,video,6,4,1541,10608,1
35694,212,11,2,21,8,video,13,2,2980,7629,1
7282,37,1,1,4,29,image,15,2,2674,3904,0
2180,62,4,2,3,12,image,7,3,3004,2301,0
3842,237,8,6,20,20,image,15,3,2677,3848,0
25362,1125,70,34,107,24,image,13,5,2374,24740,2
8146,685,35,20,45,20,image,20,3,1957,10590,1
14948,493,34,15,44,1,image,20,3,122,4710,1
27068,1739,88,24,138,27,reel,22,2,3020,31226,2
4126,305,16,8,34,1,reel,13,4,1364,4406,1
31610,2755,85,76,216,16,image,1,4,1425,32087,2
16025,381,26,19,29,20,image,18,0,2806,7626,1
1000,98,4,1,8,7,reel,9,0,292,2589,0
108678,4868,266,109,212,24,video,16,5,680,95761,2
3290,103,7,3,8,18,reel,16,0,3381,5309,1
1000,72,3,3,2,11,reel,2,3,3496,2319,0
1235,20,0,0,1,4,image,4,5,3389,1385,0
1289,18,0,0,1,20,image,18,3,55,2954,0
8900,471,25,14,49,3,image,13,0,1429,8507,1
4949,68,2,1,6,27,video,5,1,2052,7065,1
4419,181,7,5,12,3,reel,20,1,1161,4492,1
24722,645,21,24,57,3,image,20,0,335,8569,1
